album_id,genre,image_tensor
291,3,"tensor([[[ 2.1290,  2.1633,  2.1633,  ...,  2.2147,  2.2318,  2.2318],
         [ 2.1633,  2.0948,  1.6667,  ...,  2.0777,  2.2318,  2.2318],
         [ 2.1633,  1.6495, -0.6794,  ...,  1.4098,  2.1119,  2.2147],
         ...,
         [ 2.1633,  1.5982, -1.0904,  ..., -1.0733,  1.6153,  2.1633],
         [ 2.1462,  2.0948,  1.6153,  ...,  1.6324,  2.0948,  2.1462],
         [ 2.1290,  2.1804,  2.1633,  ...,  2.1633,  2.1462,  2.1290]],

        [[ 2.3060,  2.3410,  2.3410,  ...,  2.3936,  2.4111,  2.4111],
         [ 2.3410,  2.2710,  1.8333,  ...,  2.2535,  2.4111,  2.4111],
         [ 2.3410,  1.8158, -0.5651,  ...,  1.5707,  2.2885,  2.3936],
         ...,
         [ 2.3410,  1.7633, -0.9853,  ..., -0.9678,  1.7808,  2.3410],
         [ 2.3235,  2.2710,  1.7808,  ...,  1.7983,  2.2710,  2.3235],
         [ 2.3060,  2.3585,  2.3410,  ...,  2.3410,  2.3235,  2.3060]],

        [[ 2.5180,  2.5529,  2.5529,  ...,  2.6051,  2.6226,  2.6226],
         [ 2.5529,  2.4831,  2.0474,  ...,  2.4657,  2.6226,  2.6226],
         [ 2.5529,  2.0300, -0.3404,  ...,  1.7860,  2.5006,  2.6051],
         ...,
         [ 2.5529,  1.9777, -0.7587,  ..., -0.7413,  1.9951,  2.5529],
         [ 2.5354,  2.4831,  1.9951,  ...,  2.0125,  2.4831,  2.5354],
         [ 2.5180,  2.5703,  2.5529,  ...,  2.5529,  2.5354,  2.5180]]])"
292,0,"tensor([[[-1.8439, -1.8439, -1.8439,  ..., -1.6555, -1.6727, -1.7069],
         [-1.8439, -1.8439, -1.8439,  ..., -1.7240, -1.7240, -1.7412],
         [-1.8439, -1.8439, -1.8439,  ..., -1.7754, -1.7754, -1.7754],
         ...,
         [-1.8097, -1.8097, -1.8097,  ..., -1.7583, -1.7583, -1.7925],
         [-1.8097, -1.8097, -1.8097,  ..., -1.7754, -1.7925, -1.8097],
         [-1.8097, -1.8097, -1.8097,  ..., -1.7754, -1.7754, -1.7754]],

        [[-1.7556, -1.7556, -1.7556,  ..., -1.5630, -1.5805, -1.6155],
         [-1.7556, -1.7556, -1.7556,  ..., -1.6331, -1.6331, -1.6506],
         [-1.7556, -1.7556, -1.7556,  ..., -1.6856, -1.6856, -1.6856],
         ...,
         [-1.7206, -1.7206, -1.7206,  ..., -1.6681, -1.6681, -1.7031],
         [-1.7206, -1.7206, -1.7206,  ..., -1.6856, -1.7031, -1.7206],
         [-1.7206, -1.7206, -1.7206,  ..., -1.6856, -1.6856, -1.6856]],

        [[-1.5256, -1.5256, -1.5256,  ..., -1.3339, -1.3513, -1.3861],
         [-1.5256, -1.5256, -1.5256,  ..., -1.4036, -1.4036, -1.4210],
         [-1.5256, -1.5256, -1.5256,  ..., -1.4559, -1.4559, -1.4559],
         ...,
         [-1.4907, -1.4907, -1.4907,  ..., -1.4384, -1.4384, -1.4733],
         [-1.4907, -1.4907, -1.4907,  ..., -1.4559, -1.4733, -1.4907],
         [-1.4907, -1.4907, -1.4907,  ..., -1.4559, -1.4559, -1.4559]]])"
293,4,"tensor([[[-1.5357, -1.5870, -1.6898,  ..., -1.7412, -1.7925, -1.8439],
         [-1.5528, -1.6213, -1.7412,  ..., -1.7583, -1.8097, -1.8610],
         [-1.5699, -1.6555, -1.7754,  ..., -1.7925, -1.8268, -1.8782],
         ...,
         [-1.4329, -1.4843, -1.6042,  ..., -1.9467, -1.9295, -1.9809],
         [-1.4158, -1.5699, -1.7925,  ..., -1.9467, -1.9467, -1.9809],
         [-1.5185, -1.6555, -1.7754,  ..., -1.9295, -1.9295, -1.9638]],

        [[-1.4230, -1.4755, -1.5805,  ..., -1.6681, -1.7206, -1.7731],
         [-1.4405, -1.5105, -1.6331,  ..., -1.6856, -1.7381, -1.7906],
         [-1.4580, -1.5455, -1.6681,  ..., -1.7206, -1.7556, -1.8081],
         ...,
         [-1.3529, -1.4055, -1.5280,  ..., -1.8606, -1.8431, -1.8957],
         [-1.3354, -1.4930, -1.7206,  ..., -1.8606, -1.8606, -1.8957],
         [-1.4405, -1.5805, -1.7031,  ..., -1.8431, -1.8431, -1.8782]],

        [[-1.3339, -1.3687, -1.4384,  ..., -1.5256, -1.5779, -1.6302],
         [-1.3513, -1.4036, -1.4907,  ..., -1.5430, -1.5953, -1.6476],
         [-1.3687, -1.4384, -1.5430,  ..., -1.5779, -1.6127, -1.6650],
         ...,
         [-1.1944, -1.2467, -1.3687,  ..., -1.6650, -1.6476, -1.6999],
         [-1.1770, -1.3339, -1.5430,  ..., -1.6650, -1.6650, -1.6999],
         [-1.2816, -1.4210, -1.5256,  ..., -1.6476, -1.6476, -1.6824]]])"
295,0,"tensor([[[-1.2788, -1.2788, -1.2788,  ..., -1.2788, -1.2788, -1.2788],
         [-1.2788, -1.2788, -1.2788,  ..., -1.2788, -1.2788, -1.2788],
         [-1.2788, -1.2788, -1.2788,  ..., -1.2788, -1.2788, -1.2788],
         ...,
         [-1.7925, -1.7925, -1.7925,  ..., -1.2788, -1.2788, -1.2788],
         [-1.7925, -1.7925, -1.7925,  ..., -1.2788, -1.2788, -1.2788],
         [-1.7925, -1.7925, -1.7925,  ..., -1.2788, -1.2788, -1.2788]],

        [[-1.1253, -1.1253, -1.1253,  ..., -1.1253, -1.1253, -1.1253],
         [-1.1253, -1.1253, -1.1253,  ..., -1.1253, -1.1253, -1.1253],
         [-1.1253, -1.1253, -1.1253,  ..., -1.1253, -1.1253, -1.1253],
         ...,
         [-1.7206, -1.7206, -1.7206,  ..., -1.1253, -1.1253, -1.1253],
         [-1.7206, -1.7206, -1.7206,  ..., -1.1253, -1.1253, -1.1253],
         [-1.7206, -1.7206, -1.7206,  ..., -1.1253, -1.1253, -1.1253]],

        [[-1.0201, -1.0201, -1.0201,  ..., -1.0201, -1.0201, -1.0201],
         [-1.0201, -1.0201, -1.0201,  ..., -1.0201, -1.0201, -1.0201],
         [-1.0201, -1.0201, -1.0201,  ..., -1.0201, -1.0201, -1.0201],
         ...,
         [-1.4036, -1.4036, -1.4036,  ..., -1.0201, -1.0201, -1.0201],
         [-1.4036, -1.4036, -1.4036,  ..., -1.0201, -1.0201, -1.0201],
         [-1.4036, -1.4036, -1.4036,  ..., -1.0201, -1.0201, -1.0201]]])"
296,1,"tensor([[[-2.1179, -2.1179, -2.1179,  ..., -2.1179, -2.1179, -2.1179],
         [-2.1179, -2.1179, -2.1179,  ..., -2.1179, -2.1179, -2.1179],
         [-2.1179, -2.1179, -2.1179,  ..., -2.1179, -2.1179, -2.1179],
         ...,
         [-2.1179, -2.1179, -2.1179,  ..., -2.1179, -2.1179, -2.1179],
         [-2.1179, -2.1179, -2.1179,  ..., -2.1179, -2.1179, -2.1179],
         [-2.1179, -2.1179, -2.1179,  ..., -2.1179, -2.1179, -2.1179]],

        [[-2.0357, -2.0357, -2.0357,  ..., -2.0357, -2.0357, -2.0357],
         [-2.0357, -2.0357, -2.0357,  ..., -2.0357, -2.0357, -2.0357],
         [-2.0357, -2.0357, -2.0357,  ..., -2.0357, -2.0357, -2.0357],
         ...,
         [-2.0357, -2.0357, -2.0357,  ..., -2.0357, -2.0357, -2.0357],
         [-2.0357, -2.0357, -2.0357,  ..., -2.0357, -2.0357, -2.0357],
         [-2.0357, -2.0357, -2.0357,  ..., -2.0357, -2.0357, -2.0357]],

        [[-1.8044, -1.8044, -1.8044,  ..., -1.8044, -1.8044, -1.8044],
         [-1.8044, -1.8044, -1.8044,  ..., -1.8044, -1.8044, -1.8044],
         [-1.8044, -1.8044, -1.8044,  ..., -1.8044, -1.8044, -1.8044],
         ...,
         [-1.8044, -1.8044, -1.8044,  ..., -1.8044, -1.8044, -1.8044],
         [-1.8044, -1.8044, -1.8044,  ..., -1.8044, -1.8044, -1.8044],
         [-1.8044, -1.8044, -1.8044,  ..., -1.8044, -1.8044, -1.8044]]])"
297,0,"tensor([[[ 0.1254,  0.1254,  0.0569,  ..., -0.7137, -0.7137, -0.7137],
         [ 0.1426,  0.1426,  0.0912,  ..., -0.7308, -0.7308, -0.7308],
         [ 0.1597,  0.1597,  0.1254,  ..., -0.6965, -0.6965, -0.6965],
         ...,
         [ 1.5639,  1.5639,  1.5639,  ..., -1.5699, -0.6794,  1.1529],
         [ 1.5982,  1.5982,  1.5810,  ..., -1.5699, -1.4500, -0.2171],
         [ 1.5810,  1.5810,  1.5810,  ..., -1.4500, -1.4843, -1.4158]],

        [[-0.4776, -0.4951, -0.5651,  ..., -1.1954, -1.1954, -1.1954],
         [-0.4951, -0.4951, -0.5476,  ..., -1.2129, -1.2129, -1.2129],
         [-0.5126, -0.5126, -0.5476,  ..., -1.1779, -1.1779, -1.1779],
         ...,
         [ 0.4153,  0.4153,  0.4153,  ..., -1.4930, -0.5826,  1.3957],
         [ 0.4503,  0.4503,  0.4328,  ..., -1.5455, -1.4755, -0.0924],
         [ 0.4328,  0.4328,  0.4328,  ..., -1.5805, -1.5805, -1.3880]],

        [[ 0.7925,  0.8099,  0.7751,  ...,  0.3742,  0.3742,  0.3742],
         [ 0.7925,  0.8099,  0.7751,  ...,  0.3568,  0.3568,  0.3568],
         [ 0.7925,  0.8099,  0.7925,  ...,  0.3916,  0.3916,  0.3916],
         ...,
         [-0.0615, -0.0615, -0.0615,  ..., -1.2990, -1.1770, -0.7761],
         [-0.0441, -0.0441, -0.0615,  ..., -1.3861, -1.3339, -1.0898],
         [-0.0790, -0.0790, -0.0790,  ..., -1.3861, -1.2990, -1.3513]]])"
298,4,"tensor([[[-2.0837, -2.0665, -2.0665,  ..., -2.0152, -2.0152, -1.9980],
         [-2.0665, -2.0494, -1.9467,  ..., -1.9638, -2.0152, -2.0152],
         [-2.0494, -1.8953,  0.0398,  ..., -1.0048, -2.0323, -2.0323],
         ...,
         [-1.9980, -1.8097,  0.4679,  ..., -0.8164, -2.0152, -2.0494],
         [-2.0152, -1.9638, -1.7069,  ..., -1.9124, -2.0323, -2.0494],
         [-1.9809, -1.9809, -1.9809,  ..., -2.0152, -2.0494, -2.0665]],

        [[-1.9832, -1.9657, -1.9832,  ..., -2.0182, -2.0007, -1.9832],
         [-2.0007, -1.9832, -1.8957,  ..., -1.9482, -2.0007, -2.0007],
         [-1.9832, -1.8256,  0.1176,  ..., -0.9853, -2.0182, -2.0182],
         ...,
         [-1.9657, -1.7906,  0.5378,  ..., -0.7752, -2.0007, -1.9832],
         [-2.0007, -1.9482, -1.7031,  ..., -1.8957, -2.0182, -1.9832],
         [-1.9657, -1.9832, -1.9832,  ..., -2.0182, -2.0182, -2.0007]],

        [[-1.7870, -1.7522, -1.7173,  ..., -1.6650, -1.6999, -1.8044],
         [-1.6476, -1.6824, -1.6127,  ..., -1.6824, -1.6999, -1.8044],
         [-1.6302, -1.5953,  0.1476,  ..., -0.8633, -1.7347, -1.7870],
         ...,
         [-1.6650, -1.5953,  0.4962,  ..., -0.6715, -1.6650, -1.7347],
         [-1.7522, -1.7522, -1.5256,  ..., -1.6476, -1.6824, -1.7696],
         [-1.7522, -1.7522, -1.7347,  ..., -1.6999, -1.6824, -1.7870]]])"
299,4,"tensor([[[ 0.2453, -0.1828, -0.0116,  ...,  0.0398, -0.1143, -0.8507],
         [-0.9363, -1.4843, -1.4672,  ..., -1.4329, -1.7583, -1.7583],
         [-0.8678, -1.5185, -1.5528,  ..., -1.8610, -2.0152, -1.7583],
         ...,
         [-1.0904, -1.7583, -1.8610,  ..., -1.8439, -1.7583, -1.6555],
         [-1.0904, -1.9295, -1.9980,  ..., -1.8268, -1.6384, -1.6555],
         [-1.3473, -1.7754, -1.7583,  ..., -1.7925, -1.7583, -1.4843]],

        [[ 0.3803, -0.0574,  0.1176,  ...,  0.1702,  0.0126, -0.7402],
         [-0.8277, -1.3880, -1.3704,  ..., -1.3354, -1.6681, -1.6681],
         [-0.7577, -1.4230, -1.4580,  ..., -1.7731, -1.9307, -1.6681],
         ...,
         [-0.9853, -1.6681, -1.7731,  ..., -1.7556, -1.7206, -1.6856],
         [-0.9853, -1.8431, -1.9132,  ..., -1.7031, -1.5805, -1.6681],
         [-1.2479, -1.6856, -1.6681,  ..., -1.6506, -1.6681, -1.4230]],

        [[ 0.5659,  0.1302,  0.3045,  ...,  0.3916,  0.2348, -0.5147],
         [-0.6367, -1.1944, -1.1770,  ..., -1.1073, -1.4384, -1.4384],
         [-0.5670, -1.2293, -1.2641,  ..., -1.5430, -1.6999, -1.4384],
         ...,
         [-0.7936, -1.4733, -1.5604,  ..., -1.4559, -1.4559, -1.4733],
         [-0.7936, -1.6302, -1.7173,  ..., -1.4559, -1.3513, -1.4559],
         [-1.0376, -1.4907, -1.4733,  ..., -1.4907, -1.4733, -1.2293]]])"
300,0,"tensor([[[1.3413, 1.3413, 1.3413,  ..., 1.3242, 1.3242, 1.3242],
         [1.3413, 1.3413, 1.3413,  ..., 1.3242, 1.3242, 1.3242],
         [1.3413, 1.3413, 1.3413,  ..., 1.3242, 1.3242, 1.3242],
         ...,
         [1.5810, 1.5810, 1.5810,  ..., 1.5810, 1.5810, 1.5810],
         [1.5810, 1.5810, 1.5810,  ..., 1.5810, 1.5810, 1.5810],
         [1.5810, 1.5810, 1.5810,  ..., 1.5810, 1.5810, 1.5810]],

        [[1.5007, 1.5007, 1.5007,  ..., 1.4832, 1.4832, 1.4832],
         [1.5007, 1.5007, 1.5007,  ..., 1.4832, 1.4832, 1.4832],
         [1.5007, 1.5007, 1.5007,  ..., 1.4832, 1.4832, 1.4832],
         ...,
         [1.7458, 1.7458, 1.7458,  ..., 1.7458, 1.7458, 1.7458],
         [1.7458, 1.7458, 1.7458,  ..., 1.7458, 1.7458, 1.7458],
         [1.7458, 1.7458, 1.7458,  ..., 1.7458, 1.7458, 1.7458]],

        [[1.7163, 1.7163, 1.7163,  ..., 1.6988, 1.6988, 1.6988],
         [1.7163, 1.7163, 1.7163,  ..., 1.6988, 1.6988, 1.6988],
         [1.7163, 1.7163, 1.7163,  ..., 1.6988, 1.6988, 1.6988],
         ...,
         [1.9603, 1.9603, 1.9603,  ..., 1.9603, 1.9603, 1.9603],
         [1.9603, 1.9603, 1.9603,  ..., 1.9603, 1.9603, 1.9603],
         [1.9603, 1.9603, 1.9603,  ..., 1.9603, 1.9603, 1.9603]]])"
301,3,"tensor([[[ 0.2111,  0.0741, -0.0116,  ..., -1.9809, -2.0323, -2.0152],
         [ 0.0912,  0.0227, -0.0287,  ..., -2.0152, -2.0152, -2.0152],
         [ 0.0912,  0.0569,  0.0569,  ..., -2.0323, -1.9980, -2.0152],
         ...,
         [-1.9809, -1.9809, -1.9467,  ..., -1.9295, -1.9467, -1.9295],
         [-2.0323, -2.0323, -1.9809,  ..., -1.9638, -1.9638, -1.9467],
         [-2.0494, -2.0494, -2.0152,  ..., -1.9980, -1.9809, -1.9638]],

        [[ 0.0301, -0.0749, -0.1275,  ..., -1.9307, -1.9307, -1.9132],
         [-0.0924, -0.1275, -0.1275,  ..., -1.9307, -1.9132, -1.9307],
         [-0.0574, -0.0574, -0.0049,  ..., -1.9307, -1.9132, -1.9307],
         ...,
         [-1.8957, -1.8957, -1.8606,  ..., -1.8606, -1.8782, -1.8606],
         [-1.9482, -1.9482, -1.8957,  ..., -1.8957, -1.8957, -1.8782],
         [-1.9657, -1.9657, -1.9307,  ..., -1.9307, -1.9132, -1.8957]],

        [[ 0.0256, -0.0790, -0.0615,  ..., -1.7696, -1.8044, -1.7870],
         [-0.0964, -0.1138, -0.0615,  ..., -1.7522, -1.7522, -1.7347],
         [-0.0790, -0.0615,  0.0256,  ..., -1.6999, -1.6650, -1.6824],
         ...,
         [-1.6650, -1.6650, -1.6302,  ..., -1.6650, -1.6824, -1.6650],
         [-1.7173, -1.7173, -1.6650,  ..., -1.6999, -1.6999, -1.6824],
         [-1.7347, -1.7347, -1.6999,  ..., -1.7347, -1.7173, -1.6999]]])"
302,1,"tensor([[[-1.6213, -1.6213, -1.6213,  ..., -1.8610, -1.8610, -1.8610],
         [-1.6213, -1.6213, -1.6213,  ..., -1.8610, -1.8610, -1.8610],
         [-1.6213, -1.6213, -1.6213,  ..., -1.8610, -1.8610, -1.8610],
         ...,
         [-1.8268, -1.8268, -1.8268,  ..., -2.0323, -2.0323, -2.0323],
         [-1.8268, -1.8268, -1.8268,  ..., -2.0323, -2.0323, -2.0323],
         [-1.8268, -1.8268, -1.8268,  ..., -2.0323, -2.0323, -2.0323]],

        [[-1.5455, -1.5455, -1.5455,  ..., -1.7731, -1.7731, -1.7731],
         [-1.5455, -1.5455, -1.5455,  ..., -1.7731, -1.7731, -1.7731],
         [-1.5455, -1.5455, -1.5455,  ..., -1.7731, -1.7731, -1.7731],
         ...,
         [-1.8431, -1.8431, -1.8431,  ..., -1.9482, -1.9482, -1.9482],
         [-1.8431, -1.8431, -1.8431,  ..., -1.9482, -1.9482, -1.9482],
         [-1.8431, -1.8431, -1.8431,  ..., -1.9482, -1.9482, -1.9482]],

        [[-1.2293, -1.2293, -1.2293,  ..., -1.5430, -1.5430, -1.5430],
         [-1.2293, -1.2293, -1.2293,  ..., -1.5430, -1.5430, -1.5430],
         [-1.2293, -1.2293, -1.2293,  ..., -1.5430, -1.5430, -1.5430],
         ...,
         [-1.6127, -1.6127, -1.6127,  ..., -1.7173, -1.7173, -1.7173],
         [-1.6127, -1.6127, -1.6127,  ..., -1.7173, -1.7173, -1.7173],
         [-1.6127, -1.6127, -1.6127,  ..., -1.7173, -1.7173, -1.7173]]])"
303,1,"tensor([[[ 1.6324,  1.4440,  1.3927,  ...,  1.3927,  1.3755,  1.4954],
         [ 1.6153,  1.4954,  1.4440,  ...,  1.4783,  1.4612,  1.4612],
         [ 1.5810,  1.5639,  1.4954,  ...,  1.5639,  1.5468,  1.4269],
         ...,
         [ 1.2557,  1.2728,  1.2899,  ...,  1.0673,  0.9474,  0.9817],
         [ 1.2385,  1.2557,  1.2557,  ...,  1.2043,  1.0331,  0.8447],
         [ 1.1872,  1.2043,  1.2214,  ...,  1.2728,  1.1187,  0.9303]],

        [[ 1.4832,  1.7633,  1.7983,  ...,  1.7983,  1.8158,  1.7283],
         [ 1.5007,  1.7108,  1.7633,  ...,  1.7283,  1.7458,  1.7458],
         [ 1.5357,  1.6758,  1.7283,  ...,  1.6583,  1.6758,  1.7633],
         ...,
         [ 1.6232,  1.6408,  1.6583,  ...,  1.4657,  1.3431,  1.3606],
         [ 1.6057,  1.6232,  1.6232,  ...,  1.6232,  1.4482,  1.2731],
         [ 1.5532,  1.5707,  1.5882,  ...,  1.6583,  1.5707,  1.3957]],

        [[-1.3339, -1.6127, -1.6476,  ..., -1.5953, -1.6302, -1.5256],
         [-1.3687, -1.5430, -1.5953,  ..., -1.4907, -1.5430, -1.5779],
         [-1.4036, -1.4559, -1.5430,  ..., -1.4384, -1.4733, -1.6127],
         ...,
         [ 2.0474,  2.0648,  2.0823,  ...,  1.9080,  1.7860,  1.8208],
         [ 2.0300,  2.0474,  2.0474,  ...,  2.0648,  1.9254,  1.7511],
         [ 1.9777,  1.9951,  2.0125,  ...,  2.1346,  2.0474,  1.8905]]])"
304,1,"tensor([[[ 1.0331,  1.0331,  1.0331,  ...,  0.9817,  0.9817,  1.0331],
         [ 0.9988,  1.0331,  1.0331,  ...,  0.9474,  0.9132,  0.9132],
         [ 1.0331,  1.0844,  1.1015,  ...,  0.9474,  0.9132,  0.8961],
         ...,
         [-0.5424, -1.0904, -1.5528,  ...,  0.9303,  0.6392,  0.8276],
         [ 0.3652, -0.6794, -1.4500,  ...,  0.5022,  0.3481,  0.1083],
         [ 1.2385, -0.2171, -1.3473,  ...,  0.3481,  0.4508,  0.0398]],

        [[ 0.0301,  0.0301,  0.0301,  ..., -0.1275, -0.1275, -0.0749],
         [ 0.0301,  0.0651,  0.0651,  ..., -0.1625, -0.1975, -0.1975],
         [ 0.1001,  0.1352,  0.1702,  ..., -0.1625, -0.1975, -0.2150],
         ...,
         [-1.5980, -1.8431, -1.9482,  ..., -0.2150, -0.5126, -0.2850],
         [-0.9153, -1.6155, -1.9657,  ..., -0.8803, -1.0028, -1.1604],
         [-0.2675, -1.3354, -1.9657,  ..., -1.1779, -0.9678, -1.2129]],

        [[ 2.6226,  2.6226,  2.6226,  ...,  2.6051,  2.6051,  2.6051],
         [ 2.5877,  2.6226,  2.6226,  ...,  2.5703,  2.5354,  2.5354],
         [ 2.5877,  2.6226,  2.6400,  ...,  2.5703,  2.5354,  2.5006],
         ...,
         [ 1.2457,  0.6879, -0.1312,  ...,  2.5529,  2.3960,  2.4831],
         [ 1.9080,  0.9842, -0.0441,  ...,  2.3437,  2.3437,  2.0648],
         [ 2.5529,  1.3328,  0.0431,  ...,  2.3611,  2.4308,  1.6988]]])"
306,0,"tensor([[[ 2.1290,  2.0434,  2.0434,  ..., -0.0287,  0.9988,  0.9474],
         [ 1.4269,  1.8550,  2.0605,  ...,  0.2624,  1.3242,  0.5878],
         [-0.9534,  0.0056,  1.3927,  ...,  0.1426,  1.2214,  1.2557],
         ...,
         [ 1.1187,  0.9817,  0.7591,  ...,  1.8722,  1.8037,  1.5982],
         [ 1.0673,  0.9132,  0.7933,  ...,  1.8893,  1.7694,  1.7865],
         [ 1.1015,  1.1015,  1.0844,  ...,  1.9407,  1.7352,  1.7180]],

        [[ 2.2535,  2.2360,  2.2535,  ...,  0.0126,  1.1681,  1.2206],
         [ 1.7808,  2.1835,  2.2360,  ...,  0.3627,  1.5182,  0.8179],
         [-0.2675,  0.5553,  1.6232,  ...,  0.3277,  1.4132,  1.4132],
         ...,
         [-1.4405, -1.4055, -1.3354,  ...,  1.9384,  1.8508,  1.6232],
         [-1.4055, -1.3529, -1.3179,  ...,  1.8859,  1.7983,  1.8508],
         [-1.4055, -1.4230, -1.4405,  ...,  1.9034,  1.7808,  1.8508]],

        [[ 2.3437,  2.3263,  2.3437,  ...,  0.0953,  1.2980,  1.4200],
         [ 2.0648,  2.3960,  2.3611,  ...,  0.4962,  1.6465,  0.9668],
         [ 0.2522,  0.9668,  1.8557,  ...,  0.5485,  1.5594,  1.5071],
         ...,
         [-1.1247, -1.2467, -1.3164,  ...,  1.8731,  1.7337,  1.4897],
         [-1.1944, -1.2119, -1.2119,  ...,  1.8905,  1.7337,  1.7337],
         [-1.2293, -1.1247, -1.0027,  ...,  1.9428,  1.7337,  1.7511]]])"
307,0,"tensor([[[-2.1179, -2.1179, -2.1179,  ..., -2.1179, -2.1179, -2.1179],
         [-2.1179, -2.1179, -2.1179,  ..., -2.1179, -2.1179, -2.1179],
         [-2.1179, -2.1179, -2.1179,  ..., -2.1179, -2.1179, -2.1179],
         ...,
         [-2.1179, -2.1179, -2.1179,  ..., -2.1179, -2.1179, -2.1179],
         [-2.1179, -2.1179, -2.1179,  ..., -2.1179, -2.1179, -2.1179],
         [-2.1179, -2.1179, -2.1179,  ..., -2.1179, -2.1179, -2.1179]],

        [[-2.0357, -2.0357, -2.0357,  ..., -2.0357, -2.0357, -2.0357],
         [-2.0357, -2.0357, -2.0357,  ..., -2.0357, -2.0357, -2.0357],
         [-2.0357, -2.0357, -2.0357,  ..., -2.0357, -2.0357, -2.0357],
         ...,
         [-2.0357, -2.0357, -2.0357,  ..., -2.0357, -2.0357, -2.0357],
         [-2.0357, -2.0357, -2.0357,  ..., -2.0357, -2.0357, -2.0357],
         [-2.0357, -2.0357, -2.0357,  ..., -2.0357, -2.0357, -2.0357]],

        [[-1.8044, -1.8044, -1.8044,  ..., -1.8044, -1.8044, -1.8044],
         [-1.8044, -1.8044, -1.8044,  ..., -1.8044, -1.8044, -1.8044],
         [-1.8044, -1.8044, -1.8044,  ..., -1.8044, -1.8044, -1.8044],
         ...,
         [-1.8044, -1.8044, -1.8044,  ..., -1.8044, -1.8044, -1.8044],
         [-1.8044, -1.8044, -1.8044,  ..., -1.8044, -1.8044, -1.8044],
         [-1.8044, -1.8044, -1.8044,  ..., -1.8044, -1.8044, -1.8044]]])"
309,4,"tensor([[[2.2489, 2.2489, 2.2489,  ..., 2.2489, 2.2489, 2.2489],
         [2.2489, 2.2489, 2.2489,  ..., 2.2489, 2.2489, 2.2489],
         [2.2489, 2.2489, 2.2489,  ..., 2.2489, 2.2489, 2.2489],
         ...,
         [2.2489, 2.2489, 2.2489,  ..., 2.2489, 2.2489, 2.2489],
         [2.2489, 2.2489, 2.2489,  ..., 2.2489, 2.2489, 2.2489],
         [2.2489, 2.2489, 2.2489,  ..., 2.2489, 2.2489, 2.2489]],

        [[2.4286, 2.4286, 2.4286,  ..., 2.4286, 2.4286, 2.4286],
         [2.4286, 2.4286, 2.4286,  ..., 2.4286, 2.4286, 2.4286],
         [2.4286, 2.4286, 2.4286,  ..., 2.4286, 2.4286, 2.4286],
         ...,
         [2.4286, 2.4286, 2.4286,  ..., 2.4286, 2.4286, 2.4286],
         [2.4286, 2.4286, 2.4286,  ..., 2.4286, 2.4286, 2.4286],
         [2.4286, 2.4286, 2.4286,  ..., 2.4286, 2.4286, 2.4286]],

        [[2.6400, 2.6400, 2.6400,  ..., 2.6400, 2.6400, 2.6400],
         [2.6400, 2.6400, 2.6400,  ..., 2.6400, 2.6400, 2.6400],
         [2.6400, 2.6400, 2.6400,  ..., 2.6400, 2.6400, 2.6400],
         ...,
         [2.6400, 2.6400, 2.6400,  ..., 2.6400, 2.6400, 2.6400],
         [2.6400, 2.6400, 2.6400,  ..., 2.6400, 2.6400, 2.6400],
         [2.6400, 2.6400, 2.6400,  ..., 2.6400, 2.6400, 2.6400]]])"
311,4,"tensor([[[-1.1247, -1.0733, -1.1075,  ..., -1.0904, -1.0733, -1.0390],
         [-1.0219, -0.9877, -0.9705,  ..., -1.0733, -1.0562, -1.0219],
         [-0.9534, -0.9192, -0.8849,  ..., -1.0562, -1.0390, -1.0219],
         ...,
         [-1.7925, -1.7754, -1.8782,  ..., -1.9467, -1.9809, -1.9124],
         [-1.4500, -1.6213, -1.7925,  ..., -1.9467, -2.0152, -1.8610],
         [-1.2959, -1.6555, -1.8097,  ..., -1.9980, -2.0152, -1.9467]],

        [[-1.0728, -1.0203, -1.0378,  ..., -1.1253, -1.1078, -1.0553],
         [-1.0028, -0.9328, -0.8978,  ..., -1.1078, -1.0903, -1.0378],
         [-0.9503, -0.9153, -0.8452,  ..., -1.0903, -1.0728, -1.0378],
         ...,
         [-1.5805, -1.5980, -1.7731,  ..., -1.8782, -1.9132, -1.8431],
         [-1.2129, -1.4230, -1.6506,  ..., -1.8782, -1.9482, -1.7906],
         [-1.1253, -1.5105, -1.6856,  ..., -1.9307, -1.9482, -1.8782]],

        [[-1.1247, -1.0898, -1.1073,  ..., -1.2990, -1.2990, -1.2816],
         [-1.0376, -1.0201, -1.0027,  ..., -1.2816, -1.2816, -1.2641],
         [-1.0027, -1.0027, -0.9504,  ..., -1.2641, -1.2641, -1.2641],
         ...,
         [-1.7522, -1.6824, -1.7522,  ..., -1.7173, -1.7522, -1.6824],
         [-1.5430, -1.6476, -1.7347,  ..., -1.7173, -1.7696, -1.6302],
         [-1.3687, -1.6476, -1.6999,  ..., -1.7522, -1.7696, -1.7173]]])"
