album_id,genre,image_tensor
773,0,"tensor([[[-1.8268, -1.8782, -1.8953,  ..., -0.7479, -0.7308, -0.7308],
         [-1.8782, -1.9124, -1.9467,  ..., -0.7479, -0.7137, -0.6965],
         [-1.8953, -1.9295, -1.9638,  ..., -0.7308, -0.6794, -0.7137],
         ...,
         [ 0.3138,  0.3138,  0.2796,  ..., -2.1179, -2.1179, -2.1179],
         [ 0.2796,  0.3138,  0.2796,  ..., -2.1179, -2.1179, -2.1179],
         [ 0.3652,  0.3994,  0.4166,  ..., -2.1179, -2.1179, -2.1179]],

        [[-1.7381, -1.7906, -1.8081,  ..., -0.6352, -0.6176, -0.6176],
         [-1.7906, -1.8256, -1.8606,  ..., -0.6352, -0.6001, -0.5826],
         [-1.8081, -1.8431, -1.8782,  ..., -0.6176, -0.5651, -0.6001],
         ...,
         [ 0.4503,  0.4503,  0.4153,  ..., -2.0357, -2.0357, -2.0357],
         [ 0.4153,  0.4503,  0.4153,  ..., -2.0357, -2.0357, -2.0357],
         [ 0.5028,  0.5378,  0.5553,  ..., -2.0357, -2.0357, -2.0357]],

        [[-1.5081, -1.5604, -1.5779,  ..., -0.4101, -0.3927, -0.3927],
         [-1.5604, -1.5953, -1.6302,  ..., -0.4101, -0.3753, -0.3578],
         [-1.5779, -1.6127, -1.6476,  ..., -0.3927, -0.3404, -0.3753],
         ...,
         [ 0.6705,  0.6705,  0.6356,  ..., -1.8044, -1.8044, -1.8044],
         [ 0.6356,  0.6705,  0.6356,  ..., -1.8044, -1.8044, -1.8044],
         [ 0.7228,  0.7576,  0.7751,  ..., -1.8044, -1.8044, -1.8044]]])"
774,0,"tensor([[[-0.9877, -1.8610, -1.4672,  ..., -2.1179, -2.1179, -2.1179],
         [-0.7993, -1.5014, -1.7069,  ..., -2.1008, -2.1008, -2.1008],
         [-0.5424, -1.0390, -1.7754,  ..., -2.1008, -2.0837, -2.0837],
         ...,
         [-1.9809, -1.7240, -1.9467,  ...,  0.2796,  0.2624,  0.1768],
         [-1.9980, -1.8097, -1.9809,  ...,  0.3138,  0.2796,  0.2796],
         [-1.7069, -1.8782, -1.9980,  ...,  0.2967,  0.2624,  0.2796]],

        [[-1.3529, -1.6681, -1.4755,  ..., -1.7556, -1.7556, -1.7556],
         [-0.7927, -1.5805, -1.6506,  ..., -1.7381, -1.7381, -1.7381],
         [-0.2150, -1.1078, -1.7381,  ..., -1.7381, -1.7206, -1.7206],
         ...,
         [ 0.4153,  0.1877, -1.2829,  ..., -1.4580, -1.4405, -1.5105],
         [-0.0574, -0.0749, -1.6856,  ..., -1.4580, -1.4580, -1.4405],
         [-0.6877, -1.0203, -1.8957,  ..., -1.4930, -1.5105, -1.4755]],

        [[-1.4907, -1.7522, -1.6127,  ..., -1.7522, -1.7522, -1.7522],
         [-1.0201, -1.5256, -1.6302,  ..., -1.7347, -1.7347, -1.7347],
         [-0.4973, -1.0027, -1.5430,  ..., -1.7347, -1.7173, -1.7173],
         ...,
         [ 0.9145,  0.6531, -0.8633,  ..., -1.5953, -1.6302, -1.6999],
         [ 0.3742,  0.2348, -1.2816,  ..., -1.5779, -1.5953, -1.5604],
         [-0.2358, -0.6541, -1.5604,  ..., -1.5953, -1.5604, -1.4907]]])"
775,3,"tensor([[[2.2489, 2.2489, 2.2489,  ..., 2.2489, 2.2489, 2.2489],
         [2.2489, 2.2489, 2.2489,  ..., 2.2489, 2.2489, 2.2489],
         [2.2489, 2.2489, 2.2489,  ..., 2.2489, 2.2489, 2.2489],
         ...,
         [2.2489, 2.2489, 2.2489,  ..., 2.0263, 2.0263, 2.0263],
         [2.2489, 2.2489, 2.2489,  ..., 2.0263, 2.0263, 2.0263],
         [2.2489, 2.2489, 2.2489,  ..., 2.0605, 2.0605, 2.0605]],

        [[2.4286, 2.4286, 2.4286,  ..., 2.4286, 2.4286, 2.4286],
         [2.4286, 2.4286, 2.4286,  ..., 2.4286, 2.4286, 2.4286],
         [2.4286, 2.4286, 2.4286,  ..., 2.4286, 2.4286, 2.4286],
         ...,
         [2.4286, 2.4286, 2.4286,  ..., 2.2010, 2.2010, 2.2010],
         [2.4286, 2.4286, 2.4286,  ..., 2.2010, 2.2010, 2.2010],
         [2.4286, 2.4286, 2.4286,  ..., 2.2360, 2.2360, 2.2360]],

        [[2.6400, 2.6400, 2.6400,  ..., 2.6400, 2.6400, 2.6400],
         [2.6400, 2.6400, 2.6400,  ..., 2.6400, 2.6400, 2.6400],
         [2.6400, 2.6400, 2.6400,  ..., 2.6400, 2.6400, 2.6400],
         ...,
         [2.6400, 2.6400, 2.6400,  ..., 2.4134, 2.4134, 2.4134],
         [2.6400, 2.6400, 2.6400,  ..., 2.4134, 2.4134, 2.4134],
         [2.6400, 2.6400, 2.6400,  ..., 2.4483, 2.4483, 2.4483]]])"
776,0,"tensor([[[ 0.8104,  0.8447,  1.0844,  ..., -0.2342, -0.1828, -0.1999],
         [ 0.8276,  0.8789,  1.1015,  ..., -0.2513, -0.0972, -0.1486],
         [ 0.9474,  1.0159,  1.1872,  ..., -0.3369, -0.1999, -0.1828],
         ...,
         [-0.6794, -0.3369, -1.0390,  ...,  0.9817,  1.0159,  0.6563],
         [-0.1999, -0.5767, -0.9363,  ...,  0.6049,  1.1187,  0.9988],
         [-0.0801, -0.6794, -0.8678,  ..., -0.4739,  0.7419,  1.2899]],

        [[ 1.0630,  1.0980,  1.3431,  ...,  1.1331,  1.0630,  0.9405],
         [ 1.1155,  1.1506,  1.3782,  ...,  1.1331,  1.1681,  1.0105],
         [ 1.2381,  1.3256,  1.4832,  ...,  1.0805,  1.0805,  0.9755],
         ...,
         [-0.8978, -0.7752, -1.1954,  ..., -0.2150, -0.0749, -0.2850],
         [-0.5651, -0.8978, -1.1429,  ..., -0.2150,  0.1352, -0.1275],
         [-0.5826, -0.8277, -1.1604,  ..., -0.8978, -0.1099,  0.0651]],

        [[ 1.5245,  1.5594,  1.8034,  ...,  1.7860,  1.7163,  1.6291],
         [ 1.5594,  1.6117,  1.8383,  ...,  1.7860,  1.8383,  1.6814],
         [ 1.6465,  1.7337,  1.8905,  ...,  1.7511,  1.7685,  1.6988],
         ...,
         [-0.9853, -0.7936, -1.3687,  ..., -0.8633, -0.6193, -0.6715],
         [-0.6541, -0.9330, -1.1944,  ..., -0.6018, -0.3578, -0.6715],
         [-0.6367, -0.8807, -1.0898,  ..., -1.0376, -0.5321, -0.6018]]])"
777,4,"tensor([[[-0.0629,  0.2796,  0.3994,  ..., -1.7069, -1.6555, -1.2445],
         [-0.1143,  0.1939,  0.3481,  ..., -1.4672, -1.4329, -1.1932],
         [-0.1828,  0.1426,  0.3309,  ..., -0.8678, -0.9192, -0.9877],
         ...,
         [-0.9534, -0.9363, -0.8849,  ..., -1.5357, -1.4672, -1.4329],
         [-0.7822, -0.7308, -0.7137,  ..., -1.6384, -1.5699, -1.5014],
         [-0.6452, -0.6452, -0.5424,  ..., -1.6727, -1.6042, -1.5528]],

        [[-1.7206, -1.7031, -1.7031,  ..., -1.8256, -1.9657, -1.7731],
         [-1.7206, -1.7031, -1.7031,  ..., -1.8081, -1.8606, -1.7381],
         [-1.7206, -1.7031, -1.6681,  ..., -1.6681, -1.6681, -1.7556],
         ...,
         [-1.7206, -1.7206, -1.7206,  ..., -1.7206, -1.7031, -1.7206],
         [-1.7206, -1.6856, -1.7206,  ..., -1.7556, -1.7206, -1.7031],
         [-1.7031, -1.7206, -1.6681,  ..., -1.7031, -1.6856, -1.6856]],

        [[-1.5081, -1.4384, -1.4907,  ..., -1.5779, -1.6476, -1.3687],
         [-1.5081, -1.4733, -1.4907,  ..., -1.5779, -1.5779, -1.4210],
         [-1.5430, -1.4907, -1.4733,  ..., -1.3513, -1.3687, -1.4210],
         ...,
         [-1.4733, -1.4733, -1.4907,  ..., -1.4733, -1.4384, -1.4384],
         [-1.4733, -1.4384, -1.4907,  ..., -1.5430, -1.4907, -1.4559],
         [-1.4559, -1.4733, -1.4210,  ..., -1.5256, -1.4907, -1.4907]]])"
778,4,"tensor([[[-0.9534, -0.6794, -0.4568,  ..., -1.6042, -1.6555, -1.6555],
         [-0.9705, -0.7137, -0.3712,  ..., -1.5870, -1.6213, -1.5014],
         [-0.9020, -0.7137, -0.3712,  ..., -1.0562, -1.5014, -1.6384],
         ...,
         [-1.0048, -0.9877, -0.9877,  ..., -1.1932, -1.1760, -1.2617],
         [-1.0562, -0.9705, -0.9363,  ..., -0.9192, -1.1075, -1.2445],
         [-1.1075, -1.0048, -0.9363,  ..., -1.1075, -1.1932, -1.1932]],

        [[-0.8452, -0.5651, -0.3375,  ..., -1.5105, -1.5630, -1.5630],
         [-0.8627, -0.6001, -0.2500,  ..., -1.4930, -1.5280, -1.4055],
         [-0.7927, -0.6001, -0.2500,  ..., -0.9503, -1.4055, -1.5455],
         ...,
         [-0.8978, -0.8803, -0.8803,  ..., -1.0903, -1.0728, -1.1604],
         [-0.9503, -0.8627, -0.8277,  ..., -0.8102, -1.0028, -1.1429],
         [-1.0028, -0.8978, -0.8277,  ..., -1.0028, -1.0903, -1.0903]],

        [[-0.6193, -0.3404, -0.1138,  ..., -1.2816, -1.3339, -1.3339],
         [-0.6367, -0.3753, -0.0267,  ..., -1.2641, -1.2990, -1.1770],
         [-0.5670, -0.3753, -0.0267,  ..., -0.7238, -1.1770, -1.3164],
         ...,
         [-0.6715, -0.6541, -0.6541,  ..., -0.8633, -0.8458, -0.9330],
         [-0.7238, -0.6367, -0.6018,  ..., -0.5844, -0.7761, -0.9156],
         [-0.7761, -0.6715, -0.6018,  ..., -0.7761, -0.8633, -0.8633]]])"
780,6,"tensor([[[ 2.2489,  2.2489,  2.2489,  ...,  1.5810,  1.5810,  1.5810],
         [ 2.2489,  2.2489,  2.2489,  ...,  0.1768,  0.2282,  0.2967],
         [ 2.2489,  2.2489,  2.2489,  ..., -0.9705, -1.0219, -1.0048],
         ...,
         [ 2.2489,  2.2489,  2.2489,  ...,  2.2489,  2.2489,  2.2489],
         [ 2.2489,  2.2489,  2.2489,  ...,  2.2489,  2.2489,  2.2489],
         [ 2.2489,  2.2489,  2.2489,  ...,  2.2489,  2.2489,  2.2489]],

        [[ 2.4286,  2.4286,  2.4286,  ...,  1.9734,  1.9734,  1.9734],
         [ 2.4286,  2.4286,  2.4286,  ...,  0.6429,  0.6954,  0.7654],
         [ 2.4286,  2.4286,  2.4286,  ..., -0.6176, -0.6877, -0.6877],
         ...,
         [ 2.4286,  2.4286,  2.4286,  ...,  2.4286,  2.4286,  2.4286],
         [ 2.4286,  2.4286,  2.4286,  ...,  2.4286,  2.4286,  2.4286],
         [ 2.4286,  2.4286,  2.4286,  ...,  2.4286,  2.4286,  2.4286]],

        [[ 2.6400,  2.6400,  2.6400,  ...,  2.2043,  2.2043,  2.2043],
         [ 2.6400,  2.6400,  2.6400,  ...,  0.9668,  1.0365,  1.1585],
         [ 2.6400,  2.6400,  2.6400,  ..., -0.1487, -0.1312, -0.0615],
         ...,
         [ 2.6400,  2.6400,  2.6400,  ...,  2.6400,  2.6400,  2.6400],
         [ 2.6400,  2.6400,  2.6400,  ...,  2.6400,  2.6400,  2.6400],
         [ 2.6400,  2.6400,  2.6400,  ...,  2.6400,  2.6400,  2.6400]]])"
781,4,"tensor([[[-0.9363, -0.9877, -1.0219,  ..., -1.0219, -0.9705, -0.9192],
         [-0.9877, -0.9877, -0.9877,  ..., -0.9705, -0.9877, -1.0048],
         [-1.0219, -0.9877, -0.9705,  ..., -0.8849, -0.9705, -1.0390],
         ...,
         [-1.5699, -1.5870, -1.6042,  ..., -1.9467, -1.9467, -1.8953],
         [-1.5699, -1.6213, -1.6384,  ..., -1.8610, -1.8782, -1.8953],
         [-1.6213, -1.6384, -1.6213,  ..., -1.7925, -1.8439, -1.8782]],

        [[ 1.0630,  1.0980,  1.1331,  ...,  1.0280,  1.0105,  0.9755],
         [ 1.1155,  1.0980,  1.0980,  ...,  0.9580,  0.9755,  0.9930],
         [ 1.1331,  1.0980,  1.0805,  ...,  0.9055,  0.9755,  1.0280],
         ...,
         [-1.1779, -1.1604, -1.1429,  ..., -0.8452, -0.8803, -0.8803],
         [-1.1078, -1.1429, -1.1604,  ..., -0.8627, -0.8978, -0.8803],
         [-1.0728, -1.0903, -1.1078,  ..., -0.8978, -0.9153, -0.9153]],

        [[ 2.2217,  2.1694,  2.1346,  ...,  2.0648,  2.1171,  2.1520],
         [ 2.1694,  2.1694,  2.2217,  ...,  2.1171,  2.0997,  2.0823],
         [ 2.1171,  2.2043,  2.2740,  ...,  2.1868,  2.1346,  2.0474],
         ...,
         [ 0.3916,  0.4788,  0.5485,  ...,  0.7228,  0.6705,  0.6008],
         [ 0.4614,  0.4439,  0.4439,  ...,  0.6705,  0.6356,  0.6356],
         [ 0.5311,  0.4614,  0.4091,  ...,  0.6008,  0.6182,  0.6705]]])"
782,1,"tensor([[[2.2489, 2.2489, 2.2489,  ..., 2.2489, 2.2489, 2.2489],
         [2.2489, 2.2489, 2.2489,  ..., 2.2489, 2.2489, 2.2489],
         [2.2489, 2.2489, 2.2489,  ..., 2.2489, 2.2489, 2.2489],
         ...,
         [2.2489, 2.2489, 2.2489,  ..., 2.2489, 2.2489, 2.2489],
         [2.2489, 2.2489, 2.2489,  ..., 2.2489, 2.2489, 2.2489],
         [2.2489, 2.2489, 2.2489,  ..., 2.2489, 2.2489, 2.2489]],

        [[2.4286, 2.4286, 2.4286,  ..., 2.4286, 2.4286, 2.4286],
         [2.4286, 2.4286, 2.4286,  ..., 2.4286, 2.4286, 2.4286],
         [2.4286, 2.4286, 2.4286,  ..., 2.4286, 2.4286, 2.4286],
         ...,
         [2.4286, 2.4286, 2.4286,  ..., 2.4286, 2.4286, 2.4286],
         [2.4286, 2.4286, 2.4286,  ..., 2.4286, 2.4286, 2.4286],
         [2.4286, 2.4286, 2.4286,  ..., 2.4286, 2.4286, 2.4286]],

        [[2.6400, 2.6400, 2.6400,  ..., 2.6400, 2.6400, 2.6400],
         [2.6400, 2.6400, 2.6400,  ..., 2.6400, 2.6400, 2.6400],
         [2.6400, 2.6400, 2.6400,  ..., 2.6400, 2.6400, 2.6400],
         ...,
         [2.6400, 2.6400, 2.6400,  ..., 2.6400, 2.6400, 2.6400],
         [2.6400, 2.6400, 2.6400,  ..., 2.6400, 2.6400, 2.6400],
         [2.6400, 2.6400, 2.6400,  ..., 2.6400, 2.6400, 2.6400]]])"
783,0,"tensor([[[-1.8953, -1.8953, -1.8953,  ..., -1.8953, -1.8953, -1.8953],
         [-1.8953, -1.8953, -1.8953,  ..., -1.8953, -1.8953, -1.8953],
         [-1.8953, -1.8953, -1.8953,  ..., -1.8953, -1.8953, -1.8953],
         ...,
         [-1.8953, -1.8953, -1.8953,  ..., -1.8953, -1.8953, -1.8953],
         [-1.8953, -1.8953, -1.8953,  ..., -1.8953, -1.8953, -1.8953],
         [-1.8953, -1.8953, -1.8953,  ..., -1.8953, -1.8953, -1.8953]],

        [[-1.8081, -1.8081, -1.8081,  ..., -1.8081, -1.8081, -1.8081],
         [-1.8081, -1.8081, -1.8081,  ..., -1.8081, -1.8081, -1.8081],
         [-1.8081, -1.8081, -1.8081,  ..., -1.8081, -1.8081, -1.8081],
         ...,
         [-1.8081, -1.8081, -1.8081,  ..., -1.8081, -1.8081, -1.8081],
         [-1.8081, -1.8081, -1.8081,  ..., -1.8081, -1.8081, -1.8081],
         [-1.8081, -1.8081, -1.8081,  ..., -1.8081, -1.8081, -1.8081]],

        [[-1.4036, -1.4036, -1.4036,  ..., -1.4036, -1.4036, -1.4036],
         [-1.4036, -1.4036, -1.4036,  ..., -1.4036, -1.4036, -1.4036],
         [-1.4036, -1.4036, -1.4036,  ..., -1.4036, -1.4036, -1.4036],
         ...,
         [-1.4036, -1.4036, -1.4036,  ..., -1.4036, -1.4036, -1.4036],
         [-1.4036, -1.4036, -1.4036,  ..., -1.4036, -1.4036, -1.4036],
         [-1.4036, -1.4036, -1.4036,  ..., -1.4036, -1.4036, -1.4036]]])"
785,1,"tensor([[[ 1.1529,  1.1872,  1.2043,  ...,  0.8961,  0.5536,  0.3309],
         [ 1.2899,  1.2043,  1.2557,  ...,  0.7933,  0.6049,  0.4337],
         [ 1.3927,  1.2043,  1.2214,  ...,  0.8789,  0.6221,  0.4508],
         ...,
         [ 1.0159,  1.1015,  1.1358,  ...,  1.1529,  1.0159,  1.0673],
         [ 0.8447,  1.0673,  1.1358,  ...,  1.1529,  0.9988,  1.0502],
         [ 0.7419,  0.9988,  1.1529,  ...,  1.2728,  1.0673,  1.0844]],

        [[ 0.9580,  0.9405,  0.9055,  ...,  0.7479,  0.3803,  0.1352],
         [ 1.0805,  0.9755,  0.9755,  ...,  0.6429,  0.4328,  0.2402],
         [ 1.2206,  0.9930,  0.9580,  ...,  0.7304,  0.4503,  0.2577],
         ...,
         [ 0.8354,  0.9405,  0.9930,  ...,  0.9230,  0.7654,  0.7829],
         [ 0.6254,  0.8880,  0.9580,  ...,  0.9230,  0.7654,  0.8004],
         [ 0.5203,  0.7829,  0.9580,  ...,  1.0455,  0.8529,  0.8529]],

        [[ 0.2696,  0.1999,  0.1476,  ...,  0.3393, -0.0790, -0.3404],
         [ 0.4265,  0.2696,  0.2173,  ...,  0.2348, -0.0267, -0.2358],
         [ 0.5659,  0.3045,  0.2173,  ...,  0.3219, -0.0092, -0.2184],
         ...,
         [ 0.3393,  0.4788,  0.5834,  ...,  0.1476, -0.0092,  0.0431],
         [ 0.1128,  0.4091,  0.5311,  ...,  0.1476,  0.0082,  0.1128],
         [-0.0092,  0.2871,  0.5311,  ...,  0.2696,  0.1128,  0.1825]]])"
786,3,"tensor([[[ 2.0092,  2.0092,  2.0092,  ...,  1.9407,  1.9407,  1.9407],
         [ 1.9920,  1.9920,  1.9920,  ...,  1.9407,  1.9407,  1.9407],
         [ 1.9749,  1.9920,  1.9749,  ...,  1.9407,  1.9407,  1.9407],
         ...,
         [-0.0116, -0.4054, -1.0904,  ..., -0.7308, -0.7479, -0.4226],
         [-0.0116, -0.8335, -1.3130,  ..., -0.6794, -0.8335, -1.1247],
         [-0.5596, -1.0048, -0.9705,  ..., -0.6623, -0.8678, -1.3302]],

        [[ 2.2535,  2.2535,  2.2535,  ...,  2.1660,  2.1660,  2.1660],
         [ 2.2360,  2.2360,  2.2360,  ...,  2.1660,  2.1660,  2.1660],
         [ 2.2185,  2.2360,  2.2185,  ...,  2.1660,  2.1660,  2.1660],
         ...,
         [-0.1099, -0.4601, -1.1078,  ..., -0.8452, -0.8102, -0.4251],
         [-0.0399, -0.8277, -1.3354,  ..., -0.7927, -0.8452, -1.0553],
         [-0.6527, -1.0378, -0.9503,  ..., -0.7927, -0.8803, -1.2479]],

        [[ 2.2043,  2.2043,  2.2043,  ...,  2.0474,  2.0474,  2.0474],
         [ 2.1868,  2.1868,  2.1868,  ...,  2.0474,  2.0474,  2.0474],
         [ 2.1694,  2.1868,  2.1694,  ...,  2.0474,  2.0474,  2.0474],
         ...,
         [-0.3578, -0.4101, -0.6715,  ..., -0.3578, -0.5670, -0.3927],
         [-0.3230, -0.7413, -0.6367,  ..., -0.3230, -0.3753, -0.5844],
         [-0.2358, -0.7064, -0.4798,  ..., -0.5147, -0.3404, -0.5147]]])"
787,0,"tensor([[[-0.3027, -0.1314, -0.0972,  ...,  1.3413,  1.3242,  1.2728],
         [-0.0116,  0.1254,  0.1939,  ...,  1.3070,  1.2899,  1.2214],
         [ 0.2967,  0.3481,  0.3481,  ...,  1.3242,  1.3070,  1.2385],
         ...,
         [-1.3130, -1.3644, -1.2445,  ..., -0.4911, -0.3369, -0.3541],
         [-1.7754, -1.7754, -1.7754,  ..., -1.2788, -1.2617, -1.2274],
         [-1.7925, -1.8097, -1.7754,  ..., -1.5014, -1.4672, -1.4843]],

        [[-0.2500, -0.1099, -0.0924,  ...,  1.8158,  1.8333,  1.7808],
         [ 0.0476,  0.1702,  0.1877,  ...,  1.7983,  1.8158,  1.7633],
         [ 0.3627,  0.3803,  0.3627,  ...,  1.8508,  1.8508,  1.7983],
         ...,
         [-1.2129, -1.2654, -1.1429,  ..., -0.4076, -0.2850, -0.3200],
         [-1.7031, -1.7031, -1.7031,  ..., -1.2479, -1.2304, -1.2479],
         [-1.7031, -1.7206, -1.6856,  ..., -1.4755, -1.4930, -1.5280]],

        [[-0.2358, -0.0441,  0.0082,  ...,  2.1868,  2.2217,  2.1868],
         [ 0.0605,  0.2173,  0.2871,  ...,  2.1868,  2.2217,  2.1694],
         [ 0.3393,  0.4091,  0.4265,  ...,  2.2566,  2.2914,  2.2391],
         ...,
         [-0.8458, -0.8981, -0.7761,  ..., -0.3230, -0.2010, -0.1661],
         [-1.4036, -1.4036, -1.4036,  ..., -1.1596, -1.1421, -1.0898],
         [-1.4733, -1.4907, -1.4559,  ..., -1.3861, -1.3861, -1.3687]]])"
788,0,"tensor([[[-1.2617, -1.2959, -1.3644,  ..., -1.4843, -1.9980, -2.0494],
         [-1.4500, -1.4329, -1.5014,  ..., -0.0458, -1.8782, -2.0494],
         [-1.6213, -1.6042, -1.6384,  ...,  0.1083, -1.8439, -2.0494],
         ...,
         [ 0.8961,  0.9132,  0.9817,  ..., -0.6965, -0.6965, -0.5082],
         [ 0.8789,  0.8961,  0.9988,  ..., -0.6623, -0.6794, -0.6965],
         [ 0.9474,  0.9988,  1.0159,  ..., -0.6794, -0.6965, -0.7137]],

        [[-1.0028, -1.0378, -1.0028,  ..., -1.3880, -1.9132, -1.9657],
         [-1.0028, -1.0203, -1.0378,  ...,  0.0826, -1.7906, -1.9657],
         [-1.0028, -1.0028, -1.0378,  ...,  0.2402, -1.7556, -1.9657],
         ...,
         [ 0.5378,  0.5553,  0.6254,  ..., -1.4230, -1.4055, -1.1779],
         [ 0.5203,  0.5378,  0.6429,  ..., -1.4055, -1.3880, -1.3704],
         [ 0.5903,  0.6429,  0.6604,  ..., -1.4055, -1.4055, -1.3880]],

        [[-0.4101, -0.4450, -0.4101,  ..., -1.1596, -1.6824, -1.7347],
         [-0.4624, -0.4624, -0.4798,  ...,  0.3045, -1.5604, -1.7347],
         [-0.4973, -0.5147, -0.5495,  ...,  0.4614, -1.5256, -1.7347],
         ...,
         [ 0.5136,  0.5311,  0.6008,  ..., -1.4907, -1.5430, -1.3861],
         [ 0.4962,  0.5136,  0.6182,  ..., -1.4907, -1.4907, -1.5081],
         [ 0.5659,  0.6182,  0.6356,  ..., -1.5430, -1.5430, -1.5430]]])"
789,4,"tensor([[[1.7523, 1.7694, 1.7865,  ..., 1.6495, 1.6838, 1.6667],
         [1.7523, 1.7694, 1.7865,  ..., 1.6667, 1.6838, 1.6667],
         [1.7523, 1.7694, 1.7865,  ..., 1.6667, 1.6838, 1.6667],
         ...,
         [1.9920, 1.9920, 1.9920,  ..., 1.8550, 1.8208, 1.8379],
         [1.9749, 1.9749, 1.9920,  ..., 1.8550, 1.8208, 1.8379],
         [1.9235, 1.9749, 1.9920,  ..., 1.8550, 1.8208, 1.8379]],

        [[1.9734, 1.9909, 2.0084,  ..., 1.8859, 1.9209, 1.9034],
         [1.9734, 1.9909, 2.0084,  ..., 1.9034, 1.9209, 1.9034],
         [1.9734, 1.9909, 2.0084,  ..., 1.9034, 1.9209, 1.9034],
         ...,
         [2.2360, 2.2360, 2.2360,  ..., 2.0784, 2.0434, 2.0609],
         [2.2185, 2.2185, 2.2360,  ..., 2.0784, 2.0434, 2.0609],
         [2.1660, 2.2185, 2.2360,  ..., 2.0784, 2.0434, 2.0609]],

        [[2.2740, 2.2914, 2.3088,  ..., 2.2566, 2.2914, 2.2740],
         [2.2740, 2.2914, 2.3088,  ..., 2.2740, 2.2914, 2.2740],
         [2.2740, 2.2914, 2.3088,  ..., 2.2740, 2.2914, 2.2740],
         ...,
         [2.5006, 2.5006, 2.5006,  ..., 2.3786, 2.3437, 2.3611],
         [2.4831, 2.4831, 2.5006,  ..., 2.3786, 2.3437, 2.3611],
         [2.4308, 2.4831, 2.5006,  ..., 2.3786, 2.3437, 2.3611]]])"
790,5,"tensor([[[2.0777, 2.0777, 2.0777,  ..., 2.0948, 2.0948, 2.0948],
         [2.0777, 2.0777, 2.0777,  ..., 2.0948, 2.0948, 2.0948],
         [2.0777, 2.0777, 2.0777,  ..., 2.0948, 2.0948, 2.0948],
         ...,
         [2.0948, 2.0948, 2.0948,  ..., 2.0948, 2.0948, 2.0948],
         [2.0948, 2.0948, 2.0948,  ..., 2.0948, 2.0948, 2.0948],
         [2.0948, 2.0948, 2.0948,  ..., 2.0948, 2.0948, 2.0948]],

        [[2.2535, 2.2535, 2.2535,  ..., 2.2710, 2.2710, 2.2710],
         [2.2535, 2.2535, 2.2535,  ..., 2.2710, 2.2710, 2.2710],
         [2.2535, 2.2535, 2.2535,  ..., 2.2710, 2.2710, 2.2710],
         ...,
         [2.2710, 2.2710, 2.2710,  ..., 2.2710, 2.2710, 2.2710],
         [2.2710, 2.2710, 2.2710,  ..., 2.2710, 2.2710, 2.2710],
         [2.2710, 2.2710, 2.2710,  ..., 2.2710, 2.2710, 2.2710]],

        [[2.4657, 2.4657, 2.4657,  ..., 2.5180, 2.5180, 2.5180],
         [2.4657, 2.4657, 2.4657,  ..., 2.5180, 2.5180, 2.5180],
         [2.4657, 2.4657, 2.4657,  ..., 2.5180, 2.5180, 2.5180],
         ...,
         [2.4831, 2.4831, 2.4831,  ..., 2.4831, 2.4831, 2.4831],
         [2.4831, 2.4831, 2.4831,  ..., 2.4831, 2.4831, 2.4831],
         [2.4831, 2.4831, 2.4831,  ..., 2.4831, 2.4831, 2.4831]]])"
791,0,"tensor([[[1.2043, 1.2043, 1.2043,  ..., 1.2385, 1.2385, 1.2385],
         [1.2043, 1.2043, 1.2043,  ..., 1.2214, 1.2214, 1.2214],
         [1.2043, 1.2043, 1.2043,  ..., 1.2385, 1.2385, 1.2385],
         ...,
         [1.3413, 1.3413, 1.3242,  ..., 1.4783, 1.4269, 1.4612],
         [1.3413, 1.3413, 1.3242,  ..., 1.4612, 1.4440, 1.4440],
         [1.3413, 1.3413, 1.3242,  ..., 1.4269, 1.4269, 1.4269]],

        [[1.3431, 1.3431, 1.3431,  ..., 1.4132, 1.4132, 1.4132],
         [1.3431, 1.3431, 1.3431,  ..., 1.3957, 1.3957, 1.3957],
         [1.3431, 1.3431, 1.3431,  ..., 1.4132, 1.4132, 1.4132],
         ...,
         [1.3081, 1.3081, 1.2906,  ..., 1.4482, 1.3957, 1.4307],
         [1.3081, 1.3081, 1.2906,  ..., 1.4307, 1.4132, 1.4132],
         [1.3081, 1.3081, 1.2906,  ..., 1.3957, 1.3957, 1.3957]],

        [[1.6465, 1.6465, 1.6465,  ..., 1.7163, 1.7163, 1.7163],
         [1.6465, 1.6465, 1.6465,  ..., 1.6988, 1.6988, 1.6988],
         [1.6465, 1.6465, 1.6465,  ..., 1.7163, 1.7163, 1.7163],
         ...,
         [1.4548, 1.4548, 1.4374,  ..., 1.6291, 1.5768, 1.6117],
         [1.4548, 1.4548, 1.4374,  ..., 1.6117, 1.5942, 1.5942],
         [1.4548, 1.4548, 1.4374,  ..., 1.5768, 1.5768, 1.5768]]])"
